"name","pos"
"10083_HCMC_2009",359
"10083_HCMC_2009",361
"10083_HCMC_NA",9
"10083_HCMC_NA",16
"10083_HCMC_NA",24
"10083_HCMC_NA",34
"10083_HCMC_NA",113
"10083_HCMC_NA",182
"10083_HCMC_NA",196
"10083_HCMC_NA",198
"10083_HCMC_NA",219
"10083_HCMC_NA",327
"10083_HCMC_NA",347
"10083_HCMC_NA",351
"10093_HCMC_2009",9
"10093_HCMC_2009",16
"10093_HCMC_2009",24
"10093_HCMC_2009",34
"10093_HCMC_2009",113
"10093_HCMC_2009",182
"10093_HCMC_2009",196
"10093_HCMC_2009",198
"10093_HCMC_2009",219
"10093_HCMC_2009",327
"10093_HCMC_2009",351
"10093_HCMC_NA",9
"10093_HCMC_NA",16
"10093_HCMC_NA",24
"10093_HCMC_NA",34
"10093_HCMC_NA",100
"10093_HCMC_NA",113
"10093_HCMC_NA",182
"10093_HCMC_NA",196
"10093_HCMC_NA",198
"10093_HCMC_NA",219
"10093_HCMC_NA",327
"10093_HCMC_NA",351
"10102_HCMC_2009",9
"10102_HCMC_2009",16
"10102_HCMC_2009",24
"10102_HCMC_2009",34
"10102_HCMC_2009",101
"10102_HCMC_2009",113
"10102_HCMC_2009",182
"10102_HCMC_2009",196
"10102_HCMC_2009",198
"10102_HCMC_2009",219
"10102_HCMC_2009",230
"10102_HCMC_2009",327
"10102_HCMC_2009",351
"10102_HCMC_NA",9
"10102_HCMC_NA",12
"10102_HCMC_NA",13
"10102_HCMC_NA",16
"10102_HCMC_NA",24
"10102_HCMC_NA",28
"10102_HCMC_NA",34
"10102_HCMC_NA",49
"10102_HCMC_NA",70
"10102_HCMC_NA",91
"10102_HCMC_NA",113
"10102_HCMC_NA",124
"10102_HCMC_NA",142
"10102_HCMC_NA",166
"10102_HCMC_NA",182
"10102_HCMC_NA",196
"10102_HCMC_NA",198
"10102_HCMC_NA",251
"10102_HCMC_NA",253
"10102_HCMC_NA",351
"10102_HCMC_NA",376
"10102_HCMC_NA",385
"10111_HCMC_2009",9
"10111_HCMC_2009",16
"10111_HCMC_2009",24
"10111_HCMC_2009",34
"10111_HCMC_2009",113
"10111_HCMC_2009",182
"10111_HCMC_2009",196
"10111_HCMC_2009",198
"10111_HCMC_2009",219
"10111_HCMC_2009",273
"10111_HCMC_2009",327
"10111_HCMC_2009",351
"10111_HCMC_NA",9
"10111_HCMC_NA",16
"10111_HCMC_NA",24
"10111_HCMC_NA",34
"10111_HCMC_NA",113
"10111_HCMC_NA",146
"10111_HCMC_NA",182
"10111_HCMC_NA",196
"10111_HCMC_NA",198
"10111_HCMC_NA",219
"10111_HCMC_NA",246
"10111_HCMC_NA",302
"10111_HCMC_NA",320
"10111_HCMC_NA",327
"10111_HCMC_NA",351
"10111_HCMC_NA",381
"10115_HCMC_2009",9
"10115_HCMC_2009",16
"10115_HCMC_2009",24
"10115_HCMC_2009",34
"10115_HCMC_2009",113
"10115_HCMC_2009",182
"10115_HCMC_2009",196
"10115_HCMC_2009",198
"10115_HCMC_2009",218
"10115_HCMC_2009",219
"10115_HCMC_2009",327
"10115_HCMC_2009",351
"10115_HCMC_NA",9
"10115_HCMC_NA",16
"10115_HCMC_NA",24
"10115_HCMC_NA",34
"10115_HCMC_NA",113
"10115_HCMC_NA",182
"10115_HCMC_NA",196
"10115_HCMC_NA",198
"10115_HCMC_NA",219
"10115_HCMC_NA",327
"10115_HCMC_NA",351
"10134_HCMC_2009",182
"10134_HCMC_NA",9
"10134_HCMC_NA",12
"10134_HCMC_NA",13
"10134_HCMC_NA",16
"10134_HCMC_NA",24
"10134_HCMC_NA",28
"10134_HCMC_NA",34
"10134_HCMC_NA",49
"10134_HCMC_NA",70
"10134_HCMC_NA",91
"10134_HCMC_NA",113
"10134_HCMC_NA",124
"10134_HCMC_NA",142
"10134_HCMC_NA",182
"10134_HCMC_NA",196
"10134_HCMC_NA",198
"10134_HCMC_NA",251
"10134_HCMC_NA",253
"10134_HCMC_NA",351
"10134_HCMC_NA",376
"10134_HCMC_NA",385
"10135_HCMC_2009",9
"10135_HCMC_2009",24
"10135_HCMC_2009",52
"10135_HCMC_2009",104
"10135_HCMC_2009",111
"10135_HCMC_2009",113
"10135_HCMC_2009",123
"10135_HCMC_2009",133
"10135_HCMC_2009",152
"10135_HCMC_2009",163
"10135_HCMC_2009",173
"10135_HCMC_2009",182
"10135_HCMC_2009",186
"10135_HCMC_2009",189
"10135_HCMC_2009",192
"10135_HCMC_2009",198
"10135_HCMC_2009",262
"10135_HCMC_2009",274
"10135_HCMC_2009",277
"10135_HCMC_2009",278
"10135_HCMC_2009",287
"10135_HCMC_2009",313
"10135_HCMC_2009",314
"10135_HCMC_2009",331
"10135_HCMC_2009",363
"10135_HCMC_NA",9
"10135_HCMC_NA",16
"10135_HCMC_NA",24
"10135_HCMC_NA",34
"10135_HCMC_NA",113
"10135_HCMC_NA",182
"10135_HCMC_NA",196
"10135_HCMC_NA",198
"10135_HCMC_NA",219
"10135_HCMC_NA",327
"10135_HCMC_NA",351
"10152_HCMC_2009",9
"10152_HCMC_2009",16
"10152_HCMC_2009",24
"10152_HCMC_2009",34
"10152_HCMC_2009",113
"10152_HCMC_2009",182
"10152_HCMC_2009",196
"10152_HCMC_2009",198
"10152_HCMC_2009",219
"10152_HCMC_2009",327
"10152_HCMC_2009",351
"10152_HCMC_NA",9
"10152_HCMC_NA",16
"10152_HCMC_NA",24
"10152_HCMC_NA",34
"10152_HCMC_NA",113
"10152_HCMC_NA",182
"10152_HCMC_NA",196
"10152_HCMC_NA",198
"10152_HCMC_NA",219
"10152_HCMC_NA",327
"10152_HCMC_NA",351
"10152_HCMC_NA",356
"10159_HCMC_2009",9
"10159_HCMC_2009",12
"10159_HCMC_2009",13
"10159_HCMC_2009",16
"10159_HCMC_2009",24
"10159_HCMC_2009",28
"10159_HCMC_2009",32
"10159_HCMC_2009",34
"10159_HCMC_2009",49
"10159_HCMC_2009",70
"10159_HCMC_2009",91
"10159_HCMC_2009",113
"10159_HCMC_2009",124
"10159_HCMC_2009",142
"10159_HCMC_2009",166
"10159_HCMC_2009",182
"10159_HCMC_2009",196
"10159_HCMC_2009",198
"10159_HCMC_2009",251
"10159_HCMC_2009",253
"10159_HCMC_2009",265
"10159_HCMC_2009",351
"10159_HCMC_2009",376
"10159_HCMC_2009",385
"10159_HCMC_NA",9
"10159_HCMC_NA",16
"10159_HCMC_NA",24
"10159_HCMC_NA",34
"10159_HCMC_NA",99
"10159_HCMC_NA",113
"10159_HCMC_NA",182
"10159_HCMC_NA",196
"10159_HCMC_NA",198
"10159_HCMC_NA",219
"10159_HCMC_NA",269
"10159_HCMC_NA",327
"10159_HCMC_NA",351
"10188_HCMC_2009",9
"10188_HCMC_2009",16
"10188_HCMC_2009",24
"10188_HCMC_2009",34
"10188_HCMC_2009",113
"10188_HCMC_2009",182
"10188_HCMC_2009",196
"10188_HCMC_2009",198
"10188_HCMC_2009",219
"10188_HCMC_2009",327
"10188_HCMC_2009",351
"10188_HCMC_NA",9
"10188_HCMC_NA",16
"10188_HCMC_NA",24
"10188_HCMC_NA",34
"10188_HCMC_NA",113
"10188_HCMC_NA",182
"10188_HCMC_NA",196
"10188_HCMC_NA",198
"10188_HCMC_NA",219
"10188_HCMC_NA",327
"10188_HCMC_NA",351
"10263_HCMC_2009",9
"10263_HCMC_2009",24
"10263_HCMC_2009",29
"10263_HCMC_2009",44
"10263_HCMC_2009",93
"10263_HCMC_2009",113
"10263_HCMC_2009",132
"10263_HCMC_2009",135
"10263_HCMC_2009",137
"10263_HCMC_2009",138
"10263_HCMC_2009",139
"10263_HCMC_2009",153
"10263_HCMC_2009",160
"10263_HCMC_2009",165
"10263_HCMC_2009",174
"10263_HCMC_2009",182
"10263_HCMC_2009",183
"10263_HCMC_2009",198
"10263_HCMC_2009",208
"10263_HCMC_2009",243
"10263_HCMC_2009",256
"10263_HCMC_2009",285
"10263_HCMC_2009",290
"10263_HCMC_2009",293
"10263_HCMC_2009",308
"10263_HCMC_2009",310
"10263_HCMC_2009",330
"10263_HCMC_2009",366
"10263_HCMC_2009",371
"10263_HCMC_2009",372
"10263_HCMC_2009",373
"10263_HCMC_NA",9
"10263_HCMC_NA",16
"10263_HCMC_NA",24
"10263_HCMC_NA",34
"10263_HCMC_NA",99
"10263_HCMC_NA",113
"10263_HCMC_NA",182
"10263_HCMC_NA",196
"10263_HCMC_NA",198
"10263_HCMC_NA",219
"10263_HCMC_NA",327
"10263_HCMC_NA",351
"10320_HCMC_2010",9
"10320_HCMC_2010",16
"10320_HCMC_2010",24
"10320_HCMC_2010",34
"10320_HCMC_2010",113
"10320_HCMC_2010",182
"10320_HCMC_2010",196
"10320_HCMC_2010",198
"10320_HCMC_2010",219
"10320_HCMC_2010",327
"10320_HCMC_2010",351
"10320_HCMC_NA",5
"10320_HCMC_NA",9
"10320_HCMC_NA",24
"10320_HCMC_NA",42
"10320_HCMC_NA",71
"10320_HCMC_NA",73
"10320_HCMC_NA",77
"10320_HCMC_NA",95
"10320_HCMC_NA",109
"10320_HCMC_NA",113
"10320_HCMC_NA",116
"10320_HCMC_NA",118
"10320_HCMC_NA",170
"10320_HCMC_NA",175
"10320_HCMC_NA",182
"10320_HCMC_NA",198
"10320_HCMC_NA",211
"10320_HCMC_NA",215
"10320_HCMC_NA",226
"10320_HCMC_NA",229
"10320_HCMC_NA",255
"10320_HCMC_NA",270
"10320_HCMC_NA",271
"10320_HCMC_NA",281
"10320_HCMC_NA",282
"10320_HCMC_NA",292
"10320_HCMC_NA",318
"10320_HCMC_NA",325
"10320_HCMC_NA",329
"10320_HCMC_NA",351
"10320_HCMC_NA",353
"10320_HCMC_NA",364
"10320_HCMC_NA",369
"10365_HCMC_2010",9
"10365_HCMC_2010",14
"10365_HCMC_2010",24
"10365_HCMC_2010",29
"10365_HCMC_2010",40
"10365_HCMC_2010",51
"10365_HCMC_2010",113
"10365_HCMC_2010",122
"10365_HCMC_2010",132
"10365_HCMC_2010",137
"10365_HCMC_2010",153
"10365_HCMC_2010",160
"10365_HCMC_2010",174
"10365_HCMC_2010",176
"10365_HCMC_2010",182
"10365_HCMC_2010",183
"10365_HCMC_2010",198
"10365_HCMC_2010",199
"10365_HCMC_2010",208
"10365_HCMC_2010",235
"10365_HCMC_2010",258
"10365_HCMC_2010",290
"10365_HCMC_2010",321
"10365_HCMC_2010",372
"10365_HCMC_NA",9
"10365_HCMC_NA",24
"10365_HCMC_NA",29
"10365_HCMC_NA",93
"10365_HCMC_NA",113
"10365_HCMC_NA",132
"10365_HCMC_NA",135
"10365_HCMC_NA",137
"10365_HCMC_NA",138
"10365_HCMC_NA",139
"10365_HCMC_NA",153
"10365_HCMC_NA",160
"10365_HCMC_NA",165
"10365_HCMC_NA",174
"10365_HCMC_NA",182
"10365_HCMC_NA",183
"10365_HCMC_NA",198
"10365_HCMC_NA",208
"10365_HCMC_NA",243
"10365_HCMC_NA",256
"10365_HCMC_NA",285
"10365_HCMC_NA",290
"10365_HCMC_NA",293
"10365_HCMC_NA",308
"10365_HCMC_NA",310
"10365_HCMC_NA",330
"10365_HCMC_NA",366
"10365_HCMC_NA",372
"10365_HCMC_NA",373
"1166_France_1966",9
"1166_France_1966",16
"1166_France_1966",24
"1166_France_1966",34
"1166_France_1966",113
"1166_France_1966",167
"1166_France_1966",182
"1166_France_1966",196
"1166_France_1966",198
"1166_France_1966",219
"1166_France_1966",237
"1166_France_1966",327
"1166_France_1966",351
"1167_France_1967",2
"1167_France_1967",3
"1167_France_1967",9
"1167_France_1967",10
"1167_France_1967",19
"1167_France_1967",22
"1167_France_1967",24
"1167_France_1967",26
"1167_France_1967",43
"1167_France_1967",47
"1167_France_1967",76
"1167_France_1967",86
"1167_France_1967",88
"1167_France_1967",113
"1167_France_1967",119
"1167_France_1967",121
"1167_France_1967",130
"1167_France_1967",158
"1167_France_1967",159
"1167_France_1967",182
"1167_France_1967",185
"1167_France_1967",187
"1167_France_1967",198
"1167_France_1967",209
"1167_France_1967",213
"1167_France_1967",220
"1167_France_1967",224
"1167_France_1967",225
"1167_France_1967",228
"1167_France_1967",234
"1167_France_1967",239
"1167_France_1967",248
"1167_France_1967",279
"1167_France_1967",322
"1167_France_1967",333
"1167_France_1967",335
"1167_France_1967",344
"1167_France_1967",349
"1167_France_1967",351
"1173_France_1973",6
"1173_France_1973",9
"1173_France_1973",11
"1173_France_1973",16
"1173_France_1973",24
"1173_France_1973",34
"1173_France_1973",54
"1173_France_1973",68
"1173_France_1973",92
"1173_France_1973",113
"1173_France_1973",131
"1173_France_1973",154
"1173_France_1973",182
"1173_France_1973",196
"1173_France_1973",198
"1173_France_1973",202
"1173_France_1973",214
"1173_France_1973",223
"1173_France_1973",259
"1173_France_1973",260
"1173_France_1973",297
"1173_France_1973",332
"1173_France_1973",350
"1173_France_1973",351
"1173_France_1973",378
"1263_France_1963",9
"1263_France_1963",16
"1263_France_1963",24
"1263_France_1963",34
"1263_France_1963",113
"1263_France_1963",182
"1263_France_1963",196
"1263_France_1963",198
"1263_France_1963",219
"1263_France_1963",327
"1263_France_1963",351
"1265_France_1965",9
"1265_France_1965",16
"1265_France_1965",24
"1265_France_1965",34
"1265_France_1965",55
"1265_France_1965",66
"1265_France_1965",74
"1265_France_1965",78
"1265_France_1965",113
"1265_France_1965",140
"1265_France_1965",171
"1265_France_1965",182
"1265_France_1965",198
"1265_France_1965",206
"1265_France_1965",210
"1265_France_1965",244
"1265_France_1965",261
"1265_France_1965",309
"1265_France_1965",341
"1265_France_1965",351
"1265_France_1965",355
"1265_France_1965",368
"1267_France_1967",9
"1267_France_1967",16
"1267_France_1967",24
"1267_France_1967",34
"1267_France_1967",75
"1267_France_1967",113
"1267_France_1967",182
"1267_France_1967",196
"1267_France_1967",198
"1267_France_1967",219
"1267_France_1967",327
"1267_France_1967",351
"1274_France_1974",9
"1274_France_1974",24
"1274_France_1974",29
"1274_France_1974",93
"1274_France_1974",113
"1274_France_1974",132
"1274_France_1974",135
"1274_France_1974",138
"1274_France_1974",165
"1274_France_1974",182
"1274_France_1974",183
"1274_France_1974",198
"1274_France_1974",208
"1274_France_1974",256
"1274_France_1974",285
"1274_France_1974",290
"1274_France_1974",308
"1274_France_1974",310
"1274_France_1974",330
"1274_France_1974",371
"1274_France_1974",372
"1460_France_1960",9
"1460_France_1960",16
"1460_France_1960",24
"1460_France_1960",34
"1460_France_1960",101
"1460_France_1960",113
"1460_France_1960",182
"1460_France_1960",196
"1460_France_1960",198
"1460_France_1960",219
"1460_France_1960",327
"1460_France_1960",351
"1461_France_1961",9
"1461_France_1961",16
"1461_France_1961",24
"1461_France_1961",34
"1461_France_1961",113
"1461_France_1961",182
"1461_France_1961",196
"1461_France_1961",198
"1461_France_1961",219
"1461_France_1961",327
"1461_France_1961",351
"1567_Senegal_1967",9
"1567_Senegal_1967",16
"1567_Senegal_1967",24
"1567_Senegal_1967",34
"1567_Senegal_1967",113
"1567_Senegal_1967",182
"1567_Senegal_1967",196
"1567_Senegal_1967",198
"1567_Senegal_1967",219
"1567_Senegal_1967",327
"1567_Senegal_1967",351
"1761_France_1961",9
"1761_France_1961",12
"1761_France_1961",13
"1761_France_1961",16
"1761_France_1961",24
"1761_France_1961",28
"1761_France_1961",34
"1761_France_1961",49
"1761_France_1961",70
"1761_France_1961",91
"1761_France_1961",113
"1761_France_1961",124
"1761_France_1961",142
"1761_France_1961",166
"1761_France_1961",182
"1761_France_1961",196
"1761_France_1961",198
"1761_France_1961",251
"1761_France_1961",253
"1761_France_1961",265
"1761_France_1961",351
"1761_France_1961",376
"1761_France_1961",385
"19904011_unk_1990",9
"19904011_unk_1990",24
"19904011_unk_1990",29
"19904011_unk_1990",93
"19904011_unk_1990",113
"19904011_unk_1990",132
"19904011_unk_1990",135
"19904011_unk_1990",137
"19904011_unk_1990",138
"19904011_unk_1990",139
"19904011_unk_1990",153
"19904011_unk_1990",160
"19904011_unk_1990",165
"19904011_unk_1990",174
"19904011_unk_1990",182
"19904011_unk_1990",183
"19904011_unk_1990",198
"19904011_unk_1990",208
"19904011_unk_1990",243
"19904011_unk_1990",256
"19904011_unk_1990",285
"19904011_unk_1990",290
"19904011_unk_1990",293
"19904011_unk_1990",308
"19904011_unk_1990",310
"19904011_unk_1990",330
"19904011_unk_1990",366
"19904011_unk_1990",372
"19904011_unk_1990",373
"19910761_unk_1991",9
"19910761_unk_1991",24
"19910761_unk_1991",52
"19910761_unk_1991",53
"19910761_unk_1991",63
"19910761_unk_1991",113
"19910761_unk_1991",173
"19910761_unk_1991",182
"19910761_unk_1991",189
"19910761_unk_1991",198
"19910761_unk_1991",201
"19910761_unk_1991",274
"19910761_unk_1991",276
"19910761_unk_1991",277
"19910761_unk_1991",278
"19910761_unk_1991",287
"19910761_unk_1991",305
"19910761_unk_1991",317
"19910761_unk_1991",357
"19910761_unk_1991",370
"19911483_unk_1991",9
"19911483_unk_1991",16
"19911483_unk_1991",24
"19911483_unk_1991",34
"19911483_unk_1991",113
"19911483_unk_1991",182
"19911483_unk_1991",196
"19911483_unk_1991",198
"19911483_unk_1991",219
"19911483_unk_1991",327
"19911483_unk_1991",351
"19920319_unk_1992",9
"19920319_unk_1992",24
"19920319_unk_1992",29
"19920319_unk_1992",39
"19920319_unk_1992",45
"19920319_unk_1992",113
"19920319_unk_1992",126
"19920319_unk_1992",132
"19920319_unk_1992",134
"19920319_unk_1992",137
"19920319_unk_1992",148
"19920319_unk_1992",153
"19920319_unk_1992",160
"19920319_unk_1992",174
"19920319_unk_1992",182
"19920319_unk_1992",183
"19920319_unk_1992",198
"19920319_unk_1992",208
"19920319_unk_1992",212
"19920319_unk_1992",275
"19920319_unk_1992",290
"19920319_unk_1992",315
"19920319_unk_1992",372
"19984123_Mexico_1998",9
"19984123_Mexico_1998",16
"19984123_Mexico_1998",24
"19984123_Mexico_1998",34
"19984123_Mexico_1998",99
"19984123_Mexico_1998",113
"19984123_Mexico_1998",182
"19984123_Mexico_1998",196
"19984123_Mexico_1998",198
"19984123_Mexico_1998",219
"19984123_Mexico_1998",327
"19984123_Mexico_1998",351
"20003593_unk_2000",9
"20003593_unk_2000",16
"20003593_unk_2000",24
"20003593_unk_2000",34
"20003593_unk_2000",113
"20003593_unk_2000",182
"20003593_unk_2000",196
"20003593_unk_2000",198
"20003593_unk_2000",219
"20003593_unk_2000",327
"20003593_unk_2000",351
"20006_HCMC_2009",9
"20006_HCMC_2009",15
"20006_HCMC_2009",24
"20006_HCMC_2009",52
"20006_HCMC_2009",67
"20006_HCMC_2009",87
"20006_HCMC_2009",106
"20006_HCMC_2009",113
"20006_HCMC_2009",173
"20006_HCMC_2009",182
"20006_HCMC_2009",188
"20006_HCMC_2009",189
"20006_HCMC_2009",190
"20006_HCMC_2009",198
"20006_HCMC_2009",272
"20006_HCMC_2009",274
"20006_HCMC_2009",277
"20006_HCMC_2009",278
"20006_HCMC_2009",287
"20006_HCMC_2009",305
"20006_HCMC_2009",337
"20006_HCMC_2009",357
"20010007_unk_2001",9
"20010007_unk_2001",20
"20010007_unk_2001",21
"20010007_unk_2001",24
"20010007_unk_2001",26
"20010007_unk_2001",43
"20010007_unk_2001",48
"20010007_unk_2001",61
"20010007_unk_2001",86
"20010007_unk_2001",88
"20010007_unk_2001",113
"20010007_unk_2001",120
"20010007_unk_2001",130
"20010007_unk_2001",149
"20010007_unk_2001",159
"20010007_unk_2001",179
"20010007_unk_2001",181
"20010007_unk_2001",182
"20010007_unk_2001",185
"20010007_unk_2001",198
"20010007_unk_2001",234
"20010007_unk_2001",245
"20010007_unk_2001",248
"20010007_unk_2001",312
"20010007_unk_2001",349
"20010007_unk_2001",351
"20010007_unk_2001",354
"20010007_unk_2001",365
"20010007_unk_2001",379
"20011685_unk_2001",4
"20011685_unk_2001",9
"20011685_unk_2001",24
"20011685_unk_2001",33
"20011685_unk_2001",36
"20011685_unk_2001",52
"20011685_unk_2001",103
"20011685_unk_2001",105
"20011685_unk_2001",107
"20011685_unk_2001",113
"20011685_unk_2001",169
"20011685_unk_2001",172
"20011685_unk_2001",182
"20011685_unk_2001",189
"20011685_unk_2001",198
"20011685_unk_2001",200
"20011685_unk_2001",232
"20011685_unk_2001",233
"20011685_unk_2001",274
